HOME_HT_FG3M,HOME_HT_FG3A,HOME_HT_FTM,HOME_HT_FTA,HOME_HT_OREB,HOME_HT_DREB,HOME_HT_AST,HOME_HT_STL,HOME_HT_BLK,HOME_HT_TO,HOME_HT_PF,HOME_HT_PTS,HOME_HT_FG2M,HOME_HT_FG2A,HOME_HT_Best_PTS_Player,HOME_HT_Second_Best_PTS_Player,HOME_HT_Best__Players_PF,AWAY_HT_FG3M,AWAY_HT_FG3A,AWAY_HT_FTM,AWAY_HT_FTA,AWAY_HT_OREB,AWAY_HT_DREB,AWAY_HT_AST,AWAY_HT_STL,AWAY_HT_BLK,AWAY_HT_TO,AWAY_HT_PF,AWAY_HT_PTS,AWAY_HT_FG2M,AWAY_HT_FG2A,AWAY_HT_Best_PTS_Player,AWAY_HT_Second_Best_PTS_Player,AWAY_HT_Best__Players_PF,HOME_FT_FG3M,HOME_FT_FG3A,HOME_FT_FTM,HOME_FT_FTA,HOME_FT_OREB,HOME_FT_DREB,HOME_FT_AST,HOME_FT_STL,HOME_FT_BLK,HOME_FT_TO,HOME_FT_PF,HOME_FT_PTS,HOME_FT_FG2M,HOME_FT_FG2A,HOME_FT_Best_PTS_Player,HOME_FT_Second_Best_PTS_Player,AWAY_FT_FG3M,AWAY_FT_FG3A,AWAY_FT_FTM,AWAY_FT_FTA,AWAY_FT_OREB,AWAY_FT_DREB,AWAY_FT_AST,AWAY_FT_STL,AWAY_FT_BLK,AWAY_FT_TO,AWAY_FT_PF,AWAY_FT_PTS,AWAY_FT_FG2M,AWAY_FT_FG2A,AWAY_FT_Best_PTS_Player,AWAY_FT_Second_Best_PTS_Player,HOME,AWAY,GAME_ID,tot_HT,tot,date,game_time
2,3,12,16,4,16,9,4,1,5,12,46,14,37,21,8,1,7,16,13,15,7,20,12,4,2,4,11,62,14,29,21,13,1.5,7,16,20,26,7,26,24,8,2,12,21,99,29,63,35,22,13,27,26,29,10,33,23,8,5,11,19,125,30,54,27,23,MIN,CLE,21500543,108,224,"FRIDAY, JANUARY 8, 2016",02:18
1,6,11,13,7,23,10,3,5,6,7,52,19,42,13,9,1,5,11,10,12,3,17,11,1,2,5,9,49,12,32,15,8,166.666.666.667,4,13,14,17,12,37,23,5,9,8,16,100,37,80,19,16,9,21,14,17,10,34,19,1,4,8,14,99,29,70,28,20,SAS,NYK,21500546,101,199,"FRIDAY, JANUARY 8, 2016",02:03
2,3,7,9,4,17,14,5,2,9,9,55,21,36,17,10,0.5,6,26,5,9,11,11,11,4,1,10,8,39,8,19,12,6,0.5,4,9,18,29,15,28,24,11,4,15,20,96,33,71,27,16,14,45,11,16,16,26,27,6,5,16,21,95,21,40,20,19,MIL,DAL,21500545,94,191,"FRIDAY, JANUARY 8, 2016",02:18
1,8,3,6,7,13,6,2,3,7,12,40,17,37,10,6,0.5,2,8,17,18,3,19,10,5,4,5,6,53,15,26,14,12,1,6,24,9,13,15,31,15,5,4,14,22,95,34,68,26,16,7,18,24,30,6,35,23,9,6,10,13,103,29,55,27,22,PHX,MIA,21500547,93,198,"FRIDAY, JANUARY 8, 2016",02:18
4,12,14,22,4,18,6,6,1,2,11,52,13,35,20,9,0.5,11,17,13,15,1,24,20,2,4,6,12,74,14,27,24,13,1,12,33,20,28,12,33,21,12,4,9,17,108,26,63,40,18,18,32,18,21,5,43,36,6,5,15,20,128,28,55,36,26,POR,GSW,21500548,126,236,"FRIDAY, JANUARY 8, 2016",02:04
3,9,12,13,3,13,10,4,2,8,10,53,16,30,14,10,1,1,6,9,11,10,15,6,6,1,7,7,60,24,41,17,12,0.5,9,26,24,25,10,24,19,9,5,11,22,113,31,58,44,19,5,17,22,26,16,29,17,8,3,13,15,117,40,72,36,24,LAL,OKC,21500549,113,230,"FRIDAY, JANUARY 8, 2016",02:25
5,16,0,0,5,19,8,3,5,6,8,43,14,28,14,11,1,5,14,5,6,6,19,10,3,0,5,5,46,13,32,12,10,1,8,31,9,10,13,34,19,6,9,9,19,97,32,60,25,19,7,23,14,19,11,36,14,4,3,15,16,83,24,61,26,18,LAC,CHA,21500550,89,180,"SATURDAY, JANUARY 9, 2016",02:02
7,12,3,4,5,14,18,9,5,7,10,64,20,36,15,10,0.75,4,13,11,14,6,17,8,4,2,11,6,51,14,26,14,10,1,10,24,12,15,8,32,33,15,13,15,22,120,39,70,33,18,7,18,26,31,12,34,16,7,6,21,13,105,29,65,27,24,ATL,CHI,21500551,115,225,"SATURDAY, JANUARY 9, 2016",02:11
3,9,10,12,6,9,8,6,2,8,6,49,15,30,12,9,1,7,12,7,7,3,13,16,7,3,9,9,60,16,26,12,10,1,5,14,18,24,11,26,22,9,2,15,12,99,33,60,23,17,14,24,8,10,4,23,30,10,3,15,24,108,29,53,24,19,ORL,WAS,21500552,109,207,"SATURDAY, JANUARY 9, 2016",02:13
4,17,6,10,6,19,12,5,4,3,4,56,19,33,15,14,0.5,4,5,2,2,3,20,14,2,2,6,9,46,16,41,10,8,0.5,8,27,9,14,11,36,23,10,5,9,12,103,35,65,23,23,5,9,8,10,5,33,24,5,3,14,17,89,33,73,19,15,DET,BKN,21500553,102,192,"SATURDAY, JANUARY 9, 2016",01:57
5,7,3,4,5,13,11,4,2,6,9,44,13,35,16,6,133.333.333.333,3,7,10,11,2,17,14,3,5,5,6,57,19,31,15,14,0,11,17,6,14,9,26,26,9,5,13,23,95,28,63,28,19,5,17,21,27,6,31,19,7,7,13,16,108,36,58,25,19,PHI,TOR,21500554,101,203,"SATURDAY, JANUARY 9, 2016",02:09
5,12,4,6,3,12,8,7,3,12,7,45,13,23,11,9,1,3,5,6,9,2,12,8,4,4,10,5,49,17,31,14,9,1.5,9,20,11,18,5,32,19,10,7,16,16,98,30,51,34,14,6,19,9,17,15,24,14,7,8,17,16,83,28,63,24,16,UTA,MIA,21500555,94,181,"SATURDAY, JANUARY 9, 2016",02:10
1,10,11,14,5,17,13,6,2,6,13,58,22,40,21,12,1.5,12,23,8,10,3,18,15,2,4,10,10,60,8,19,19,18,1,8,24,22,29,7,27,27,8,3,10,22,116,35,69,33,23,19,37,11,15,9,39,35,5,8,18,25,128,30,50,38,25,SAC,GSW,21500556,118,244,"SATURDAY, JANUARY 9, 2016",02:18
0,6,10,14,6,15,12,4,1,8,13,42,16,34,9,8,0.5,2,8,10,12,8,16,10,4,1,6,10,48,16,34,14,11,133.333.333.333,4,16,17,22,11,27,23,8,2,16,25,87,29,63,21,16,6,20,15,21,11,28,20,7,3,13,19,93,30,57,29,14,MIN,DAL,21500557,90,180,"SUNDAY, JANUARY 10, 2016",02:19
8,19,6,14,4,21,11,4,1,7,13,56,13,23,16,10,1,3,15,12,16,7,19,8,5,0,5,12,49,14,30,12,10,1,10,34,15,27,8,37,24,8,2,13,20,101,28,49,21,20,7,27,18,23,12,39,19,8,2,13,19,101,31,64,26,22,LAC,NOP,21500558,105,202,"SUNDAY, JANUARY 10, 2016",02:44
2,11,5,10,3,25,13,2,4,10,11,47,18,29,12,11,1,5,19,11,16,8,19,9,5,1,5,7,48,11,30,14,11,0,6,18,9,19,7,41,22,6,7,19,18,85,29,59,21,18,9,32,16,23,13,38,20,9,2,10,16,95,26,58,37,15,PHI,CLE,21500559,95,180,"SUNDAY, JANUARY 10, 2016",02:11
2,10,12,14,6,17,6,3,5,8,8,38,10,30,12,6,133.333.333.333,5,14,4,6,6,19,15,6,3,6,9,53,17,32,15,10,0.5,4,17,35,40,21,37,12,8,9,21,23,101,27,68,25,18,7,22,17,23,11,28,22,17,4,16,28,98,30,66,35,14,MEM,BOS,21500560,91,199,"SUNDAY, JANUARY 10, 2016",02:26
5,13,1,4,1,24,12,6,2,11,11,48,16,29,10,10,1.5,5,17,5,5,3,18,15,5,2,7,6,50,15,31,11,7,0.5,11,34,14,21,9,36,19,11,3,19,19,93,23,49,21,19,9,31,8,10,5,33,30,10,5,17,19,93,29,51,18,13,HOU,IND,21500561,98,186,"SUNDAY, JANUARY 10, 2016",02:28
1,9,8,9,6,14,13,4,3,6,8,51,20,33,12,8,0.5,0,7,5,9,5,14,10,2,2,6,7,41,18,33,14,12,1,7,24,15,18,12,31,25,5,7,11,21,100,32,60,24,15,3,13,21,30,14,28,19,7,4,11,16,88,29,67,28,20,NYK,MIL,21500562,92,188,"SUNDAY, JANUARY 10, 2016",02:10
6,11,13,14,4,13,14,5,1,7,9,53,11,30,16,7,1,6,17,12,14,2,17,16,5,2,10,10,56,13,21,11,10,1.5,12,27,19,23,8,36,25,7,7,13,20,95,20,50,27,12,12,36,20,24,9,31,24,6,4,12,18,92,18,47,15,15,DEN,CHA,21500563,109,187,"SUNDAY, JANUARY 10, 2016",02:08
7,20,5,7,11,20,14,3,1,8,12,52,13,32,12,10,2,3,8,7,10,5,18,13,3,2,9,8,46,15,34,14,10,0.5,19,44,12,14,20,32,27,7,4,16,28,115,23,56,31,22,10,21,26,36,8,34,23,8,6,19,16,110,27,55,28,25,POR,OKC,21500564,98,225,"SUNDAY, JANUARY 10, 2016",02:17
2,9,4,5,6,17,6,1,2,7,11,30,10,33,10,4,133.333.333.333,3,9,8,12,2,23,10,6,2,4,8,43,13,29,10,8,0.5,3,21,13,15,16,25,15,9,4,11,22,74,26,68,18,14,5,16,19,25,6,39,16,8,8,14,18,86,26,53,25,14,LAL,UTA,21500565,73,160,"SUNDAY, JANUARY 10, 2016",02:08
1,5,5,6,2,15,7,2,1,8,7,38,15,29,14,7,1,1,8,0,0,4,15,14,4,2,6,5,45,21,36,16,6,1,2,12,11,13,5,25,15,5,3,15,18,79,31,61,18,16,4,13,14,19,10,30,27,8,4,12,15,106,40,69,25,17,BKN,SAS,21500566,83,185,"MONDAY, JANUARY 11, 2016",02:04
3,10,11,14,4,19,10,0,2,5,7,48,14,32,13,11,0,4,11,6,7,4,15,15,3,3,1,12,62,22,39,11,9,0.666666667,9,22,23,27,10,34,18,5,6,16,16,100,25,59,23,19,9,24,9,10,13,30,31,10,7,9,23,114,39,75,17,16,CHI,WAS,21500567,110,214,"MONDAY, JANUARY 11, 2016",02:06
2,9,16,19,1,23,13,1,1,3,9,56,17,32,18,13,0.5,2,9,8,10,2,22,17,2,2,1,12,54,20,39,13,12,1.5,7,23,22,30,9,40,25,5,1,9,18,111,34,63,31,22,7,19,14,16,9,38,31,2,4,10,19,103,34,72,20,15,GSW,MIA,21500568,110,214,"MONDAY, JANUARY 11, 2016",02:13
3,10,9,12,5,17,10,4,1,8,13,44,13,35,12,10,1.5,2,7,13,13,7,22,10,5,3,10,10,53,17,39,12,10,1,6,23,17,26,11,30,22,8,2,12,24,99,32,68,25,17,5,14,22,27,11,38,20,9,5,17,20,109,36,71,31,22,DET,SAS,21500570,97,208,"TUESDAY, JANUARY 12, 2016",02:30
5,9,13,17,3,19,10,8,2,8,8,52,12,27,13,11,0.5,5,11,5,7,5,15,12,4,2,11,11,42,11,33,12,8,1.5,10,24,24,31,8,33,25,13,5,13,21,116,31,55,21,20,8,25,17,27,16,29,24,6,3,18,25,97,28,64,19,19,IND,PHX,21500569,94,213,"TUESDAY, JANUARY 12, 2016",02:30
5,13,10,11,3,20,13,5,2,7,8,59,17,30,20,17,1.5,5,16,9,10,3,19,8,3,3,9,6,50,13,26,16,7,0,7,20,27,30,6,33,24,5,5,11,17,120,36,61,26,24,9,29,22,27,7,35,25,5,4,9,20,115,33,57,35,21,NYK,BOS,21500571,109,235,"TUESDAY, JANUARY 12, 2016",02:16
4,10,8,11,7,6,10,6,1,9,12,44,12,27,10,10,1.5,8,18,11,15,11,13,10,6,2,9,8,51,8,21,11,10,1,7,18,18,24,13,18,22,9,3,17,24,91,26,54,20,17,18,35,23,27,18,24,21,10,4,14,19,107,15,42,25,20,MEM,HOU,21500572,95,198,"TUESDAY, JANUARY 12, 2016",02:15
2,6,6,11,8,11,12,5,6,3,10,46,17,42,11,10,2,5,11,10,12,14,21,12,2,6,9,10,51,13,34,12,12,0.5,3,13,17,28,14,26,28,11,9,5,19,106,40,80,29,17,12,29,19,24,20,37,22,3,8,17,25,101,23,56,30,17,MIL,CHI,21500573,97,207,"TUESDAY, JANUARY 12, 2016",02:22
3,10,9,10,7,15,12,2,3,11,5,48,15,30,14,10,0.5,7,12,5,6,3,13,15,7,1,6,10,60,17,33,12,12,1,7,18,17,23,11,34,22,7,6,18,15,96,29,63,22,21,10,23,14,18,8,33,21,10,3,16,21,104,30,62,30,25,MIN,OKC,21500574,108,200,"TUESDAY, JANUARY 12, 2016",02:15
4,9,6,6,3,21,13,1,7,9,6,52,17,27,14,12,0.5,8,21,5,6,8,11,12,7,1,4,6,47,9,27,12,9,0.5,9,24,16,20,5,35,22,4,7,16,14,95,26,45,23,14,15,41,12,14,16,25,23,12,3,9,19,95,19,47,22,17,DAL,CLE,21500575,99,190,"TUESDAY, JANUARY 12, 2016",02:33
0,12,14,17,1,20,9,5,3,4,8,38,12,29,7,7,2,1,8,2,3,7,23,9,0,4,8,12,41,18,39,13,8,166.666.666.667,6,29,25,32,11,36,16,7,4,8,17,95,26,58,19,18,6,23,9,14,12,39,20,2,6,11,27,91,32,68,21,15,LAL,NOP,21500576,79,186,"TUESDAY, JANUARY 12, 2016",02:10
6,14,4,6,5,13,16,9,1,8,12,56,17,30,10,8,2,0,4,7,15,4,17,10,3,1,10,6,43,18,31,13,12,1,12,27,18,24,9,21,27,18,4,16,26,106,26,57,19,15,1,8,24,34,10,37,23,10,2,27,21,101,37,64,25,22,WAS,MIL,21500578,99,207,"WEDNESDAY, JANUARY 13, 2016",02:15
5,20,12,13,7,22,11,4,8,12,12,45,9,19,14,9,0.5,2,9,6,8,4,16,6,5,3,10,10,36,12,33,10,7,2,13,39,22,26,11,43,26,8,9,16,24,107,23,43,23,19,7,25,17,21,6,31,17,5,4,16,21,84,23,56,20,9,CHA,ATL,21500577,81,191,"WEDNESDAY, JANUARY 13, 2016",02:08
5,10,3,4,3,20,12,5,1,9,8,54,18,34,10,9,1,2,10,9,14,7,18,7,7,0,8,4,51,18,36,17,8,1,9,17,11,14,8,37,24,8,3,15,15,110,36,69,20,19,7,22,15,23,15,32,19,10,3,13,13,104,34,69,31,18,BKN,NYK,21500579,105,214,"WEDNESDAY, JANUARY 13, 2016",02:09
7,15,6,8,8,18,15,1,1,11,4,57,15,30,19,15,0.5,3,18,6,6,5,16,9,9,0,6,9,49,17,30,8,8,1.5,9,26,14,20,14,35,24,7,2,19,18,103,31,64,28,25,5,30,15,20,13,35,18,12,3,17,20,94,32,61,23,13,BOS,IND,21500580,106,197,"WEDNESDAY, JANUARY 13, 2016",02:18
3,13,16,20,3,17,9,9,1,12,5,57,16,21,16,10,1,4,8,8,10,12,10,11,8,0,12,13,50,15,39,12,10,1.5,7,30,26,38,8,31,19,11,3,16,19,107,30,45,27,16,8,17,24,30,14,29,25,11,1,20,27,104,28,61,28,22,HOU,MIN,21500581,107,211,"WEDNESDAY, JANUARY 13, 2016",02:21
6,14,11,20,10,23,13,6,1,6,11,65,18,32,21,11,1,3,18,7,12,4,13,10,1,1,8,11,42,13,24,8,7,0.75,15,33,17,29,13,41,24,11,5,18,26,108,23,49,29,20,6,31,19,25,8,33,18,7,3,16,20,89,26,51,18,17,OKC,DAL,21500582,107,197,"WEDNESDAY, JANUARY 13, 2016",02:24
2,10,13,16,10,18,11,3,2,6,10,55,18,39,15,9,0.666666667,6,14,8,11,4,15,14,5,8,7,11,54,14,28,16,12,2,5,22,33,37,13,36,22,7,3,13,18,112,32,65,28,21,10,26,16,20,7,32,25,9,11,13,25,110,32,62,38,18,DEN,GSW,21500583,109,222,"WEDNESDAY, JANUARY 13, 2016",02:20
5,14,6,9,8,16,11,6,5,9,8,43,11,27,10,8,1,2,8,7,8,5,15,10,5,3,11,9,37,12,29,10,9,1.5,11,26,10,15,17,37,25,7,10,13,20,99,28,62,21,15,8,19,15,22,10,28,20,8,6,14,15,85,23,57,19,19,POR,UTA,21500584,80,184,"WEDNESDAY, JANUARY 13, 2016",02:05
1,8,5,8,7,19,10,1,2,9,5,44,18,34,13,10,1,8,16,3,4,7,16,15,6,2,1,7,59,16,36,14,12,0.333333333,6,23,9,14,10,42,21,4,7,18,15,97,35,61,32,17,16,33,9,11,13,32,27,10,3,7,18,109,26,67,24,24,SAC,NOP,21500585,103,206,"WEDNESDAY, JANUARY 13, 2016",02:03
4,14,1,2,4,15,14,8,2,3,9,45,16,37,12,9,1,5,13,5,10,4,27,17,2,0,10,6,52,16,27,13,13,1,11,25,13,16,10,33,26,18,5,7,25,104,29,69,19,15,9,24,19,29,5,44,26,5,7,23,16,90,22,46,19,16,LAC,MIA,21500586,97,194,"WEDNESDAY, JANUARY 13, 2016",02:21
4,7,6,6,3,13,11,7,2,7,8,48,15,35,12,10,0.5,6,18,3,5,5,17,10,1,1,12,9,43,11,20,12,8,1.5,9,16,20,25,5,24,21,13,3,15,19,103,28,60,25,19,15,32,12,17,8,27,18,3,2,20,21,101,22,40,19,17,MEM,DET,21500589,91,204,"THURSDAY, JANUARY 14, 2016",02:09
4,12,10,12,1,11,14,6,4,2,13,62,20,32,12,8,1,1,6,15,18,9,16,8,2,1,12,11,46,14,33,25,11,0.5,11,24,15,20,7,21,23,13,5,9,24,104,28,58,25,21,6,16,24,29,17,33,16,6,2,21,17,104,31,66,51,15,PHI,CHI,21500587,108,208,"THURSDAY, JANUARY 14, 2016",02:40
2,6,6,7,6,17,6,2,4,6,11,44,16,39,18,8,2,5,10,3,5,3,22,9,2,1,8,9,50,16,31,14,10,1.5,5,17,18,22,11,34,17,6,7,11,16,99,33,66,24,20,10,26,9,11,9,34,15,4,2,17,23,95,28,56,22,18,SAS,CLE,21500590,94,194,"THURSDAY, JANUARY 14, 2016",02:24
5,10,3,5,0,16,17,1,5,8,10,54,18,32,16,13,1,5,7,12,15,5,15,11,6,4,4,6,61,17,35,10,10,0.5,8,20,6,8,5,36,25,4,9,12,19,96,33,69,22,21,7,21,21,27,9,34,17,9,10,10,15,96,27,61,21,17,ORL,TOR,21500588,115,192,"THURSDAY, JANUARY 14, 2016",02:37
1,16,12,17,7,13,7,5,0,7,17,45,15,29,10,10,2,0,2,18,26,6,22,10,7,1,8,17,56,19,33,18,8,2,6,34,25,34,10,28,12,8,3,13,26,101,29,49,21,19,5,11,30,42,14,40,19,12,2,15,29,103,29,63,36,24,UTA,SAC,21500591,101,204,"THURSDAY, JANUARY 14, 2016",02:26
7,21,13,14,9,17,8,4,4,7,7,52,9,25,15,9,133.333.333.333,2,9,5,8,11,20,7,4,2,10,10,49,19,40,10,10,0.5,13,33,17,20,12,35,26,12,4,19,17,116,30,53,26,17,4,23,14,24,16,31,17,13,3,21,19,98,36,67,22,21,GSW,LAL,21500592,101,214,"THURSDAY, JANUARY 14, 2016",02:13
1,5,7,12,4,17,9,5,2,9,7,46,18,38,12,9,1,6,12,3,6,11,21,15,4,2,7,12,59,19,41,10,10,1.5,3,17,25,32,6,29,19,9,3,13,12,104,35,64,21,19,11,25,5,10,17,37,26,8,2,15,29,118,40,73,28,22,IND,WAS,21500593,105,222,"FRIDAY, JANUARY 15, 2016",02:10
3,12,4,4,8,16,18,5,1,3,9,57,22,38,15,10,0.5,1,5,10,11,9,14,6,1,1,5,7,43,15,39,8,8,1,5,23,14,22,12,28,31,10,7,6,21,113,42,66,21,20,5,12,20,23,16,30,15,3,2,12,19,93,29,73,25,15,OKC,MIN,21500594,100,206,"FRIDAY, JANUARY 15, 2016",02:17
8,15,6,11,9,20,21,8,2,8,4,68,19,36,15,13,0,2,11,5,7,6,15,11,6,2,9,8,47,18,38,12,7,1,14,30,19,29,17,39,30,12,5,12,19,117,28,66,21,19,10,27,23,28,9,36,24,9,5,14,22,103,25,62,22,16,BOS,PHX,21500595,115,220,"FRIDAY, JANUARY 15, 2016",02:09
2,7,9,14,6,16,13,2,1,4,6,49,17,34,18,10,1,8,21,2,4,4,17,13,1,0,2,9,56,15,25,13,9,0.5,8,19,20,28,16,30,22,6,5,12,10,104,30,66,25,15,15,35,7,11,12,30,26,7,5,9,18,116,32,58,33,19,BKN,POR,21500596,105,220,"FRIDAY, JANUARY 15, 2016",02:04
0,8,10,11,7,23,10,4,2,1,11,46,18,37,10,10,1.5,3,11,11,13,3,20,7,0,2,4,9,36,8,28,10,7,2,2,19,13,15,12,35,16,6,2,8,19,77,29,67,18,17,8,22,15,17,7,36,20,1,6,9,16,83,22,55,21,18,CHI,DAL,21500597,82,160,"FRIDAY, JANUARY 15, 2016",02:08
0,5,10,17,10,18,8,3,8,8,7,46,18,41,10,10,0,7,14,2,2,3,18,15,3,7,7,11,51,14,33,12,11,2.5,1,8,20,31,20,34,18,8,11,14,14,95,36,82,24,22,9,23,6,6,6,35,28,5,8,16,21,95,31,65,23,16,MIL,ATL,21500599,97,190,"FRIDAY, JANUARY 15, 2016",02:34
5,9,17,18,1,18,15,1,2,7,7,62,15,27,12,10,1,1,3,7,9,3,14,11,4,4,6,12,46,18,39,9,9,1.5,6,18,25,26,6,31,23,4,6,13,18,95,26,60,18,16,4,12,14,19,9,33,26,5,13,13,20,98,36,69,24,19,DEN,MIA,21500600,108,193,"FRIDAY, JANUARY 15, 2016",02:16
9,17,4,5,1,18,16,4,2,2,5,57,13,29,21,7,0.666666667,8,18,1,2,2,21,12,0,1,8,7,49,12,26,11,7,1,12,27,11,13,8,30,29,7,7,8,15,109,31,60,32,22,14,35,9,12,3,35,21,1,1,11,17,107,28,51,25,25,NOP,CHA,21500598,106,216,"FRIDAY, JANUARY 15, 2016",02:09
1,10,12,19,6,13,5,6,3,10,9,35,10,25,10,9,1,5,15,7,10,7,14,10,7,4,8,13,46,12,27,12,10,0.5,6,25,19,29,10,30,15,10,6,18,20,77,20,49,14,13,8,35,15,23,17,32,19,10,6,14,24,91,26,52,23,19,HOU,CLE,21500601,81,168,"FRIDAY, JANUARY 15, 2016",02:28
3,12,8,10,2,19,18,5,3,6,12,55,19,28,10,10,2,3,11,9,11,2,14,13,3,3,7,8,48,15,30,14,9,0.5,8,29,18,24,5,35,34,14,5,10,20,114,36,50,21,15,6,21,12,19,7,29,22,5,3,17,17,86,28,58,18,14,ATL,BKN,21500602,103,200,"SATURDAY, JANUARY 16, 2016",02:02
6,18,6,6,7,10,15,5,1,1,7,48,12,31,8,8,0.333333333,3,8,3,4,3,21,17,1,9,10,6,52,20,32,12,11,0.5,9,36,17,22,13,22,27,8,2,5,20,92,24,51,15,14,5,12,22,26,6,40,23,3,11,15,15,105,34,60,24,19,CHA,MIL,21500603,100,197,"SATURDAY, JANUARY 16, 2016",02:08
3,12,16,19,9,15,11,8,3,5,12,61,18,38,18,10,2,6,15,12,15,6,17,9,2,3,10,13,54,12,28,16,14,0.5,6,22,31,36,14,28,25,13,5,13,27,117,34,67,36,18,9,29,32,36,17,30,27,7,3,16,25,119,30,59,32,22,WAS,BOS,21500604,115,236,"SATURDAY, JANUARY 16, 2016",02:32
3,10,8,13,7,19,12,5,4,2,9,65,24,40,16,12,0.5,4,13,7,10,8,13,9,1,5,6,9,49,15,34,15,11,1,8,23,11,20,17,40,22,8,11,9,22,113,39,78,20,20,10,25,17,23,14,33,18,6,9,12,16,95,24,69,38,24,DET,GSW,21500605,114,208,"SATURDAY, JANUARY 16, 2016",02:26
6,10,12,18,3,22,15,4,3,4,14,68,19,30,17,12,1.5,2,14,9,13,4,10,6,1,4,6,12,43,14,29,13,11,1.5,10,23,20,30,3,42,27,9,8,13,25,114,32,53,25,17,5,29,16,24,9,29,17,6,4,13,22,89,29,58,14,14,PHI,POR,21500606,111,203,"SATURDAY, JANUARY 16, 2016",02:15
7,11,11,13,7,20,9,4,2,4,7,60,14,30,12,10,0.333333333,4,13,4,6,10,11,7,2,1,9,10,36,10,33,8,8,1.5,12,24,15,18,11,40,17,8,8,10,17,109,29,59,18,17,9,23,11,18,16,28,16,4,4,14,14,82,22,67,20,13,UTA,LAL,21500608,96,191,"SATURDAY, JANUARY 16, 2016","0,083333333"
2,3,10,14,6,14,10,0,2,5,10,52,18,37,14,13,1,2,7,12,14,3,16,11,3,3,3,11,54,18,32,12,10,1,5,10,20,26,13,31,24,2,5,8,19,103,34,72,37,18,5,20,20,24,6,30,20,4,6,8,20,95,30,57,17,15,MEM,NYK,21500607,106,198,"SATURDAY, JANUARY 16, 2016",02:21
9,20,9,13,6,17,13,3,1,5,12,60,12,29,14,12,0.5,10,15,12,15,4,22,16,0,6,8,7,64,11,26,15,13,1.5,13,39,14,19,14,32,24,6,4,11,24,103,25,57,22,20,13,25,25,33,9,43,28,5,8,17,19,110,23,51,19,18,LAC,SAC,21500609,124,213,"SATURDAY, JANUARY 16, 2016",02:18
3,13,7,7,8,17,10,7,5,9,9,44,14,34,15,10,1.5,2,6,8,9,3,18,7,4,7,11,9,42,14,31,18,7,1,7,22,12,12,13,31,24,11,8,14,13,99,33,66,24,19,4,14,10,11,7,29,12,6,9,19,12,74,26,58,22,16,OKC,MIA,21500611,86,173,"SUNDAY, JANUARY 17, 2016",02:05
4,8,12,16,5,16,12,6,4,8,11,58,17,28,16,11,1.5,2,9,6,10,5,9,10,4,1,7,13,48,18,34,14,12,2,7,18,32,40,8,33,23,11,7,15,25,117,32,51,18,18,3,15,14,25,9,21,16,5,2,15,29,87,32,66,20,17,MIN,PHX,21500610,106,204,"SUNDAY, JANUARY 17, 2016",02:14
4,12,12,12,1,24,9,4,3,4,8,46,11,31,10,9,0,2,10,6,7,2,24,12,2,4,7,10,36,12,32,5,5,1.25,5,20,23,28,6,45,22,7,5,7,21,112,37,70,23,16,6,23,19,25,5,40,20,4,6,13,23,83,23,58,15,12,SAS,DAL,21500612,82,195,"SUNDAY, JANUARY 17, 2016",02:14
4,14,8,10,10,10,13,5,0,10,8,54,17,32,15,9,1.5,7,11,5,7,4,12,15,5,3,8,10,66,20,30,15,9,2,10,26,27,38,17,25,25,12,4,17,26,129,36,65,23,21,9,20,21,30,9,24,27,10,6,15,29,126,39,62,25,24,DEN,IND,21500613,120,255,"SUNDAY, JANUARY 17, 2016",02:29
4,6,8,9,4,20,13,1,2,6,5,52,16,36,10,9,1,3,5,2,4,0,19,12,3,3,5,8,47,18,37,14,7,1,8,18,16,19,10,33,24,5,5,13,15,96,28,65,19,17,9,21,11,21,6,37,24,9,7,12,18,96,29,62,20,16,NYK,PHI,21500615,99,192,"MONDAY, JANUARY 18, 2016",02:59
3,7,10,11,2,14,14,1,5,5,8,57,19,32,15,12,2,2,12,12,14,4,15,10,5,1,2,10,60,21,33,21,12,0.5,6,19,15,19,3,33,25,8,7,14,16,95,31,63,20,16,6,21,18,24,11,40,21,10,5,13,19,112,38,70,31,14,LAL,HOU,21500614,117,207,"SUNDAY, JANUARY 17, 2016",02:02
6,12,6,7,3,19,8,3,0,5,6,52,14,28,23,9,0.5,5,16,4,7,5,15,10,1,5,5,9,43,12,25,21,10,0.5,12,22,13,16,5,36,18,5,3,13,13,95,23,51,35,17,13,39,10,13,12,30,21,5,6,8,18,95,23,46,32,14,CHA,UTA,21500616,95,190,"MONDAY, JANUARY 18, 2016",02:52
4,8,3,6,1,16,19,5,3,4,7,57,21,34,13,8,0.666666667,8,15,1,4,6,17,12,2,2,7,8,59,17,33,11,10,0,9,21,15,20,4,31,25,6,3,9,16,98,28,56,18,16,17,31,5,11,9,39,25,5,2,15,24,108,26,53,25,18,WAS,POR,21500617,116,206,"MONDAY, JANUARY 18, 2016",02:03
4,9,5,5,3,12,15,5,2,4,12,49,16,33,10,10,1.5,1,8,14,15,4,17,9,4,2,9,7,51,17,28,16,11,1,8,19,23,30,11,29,27,9,3,10,25,101,27,56,16,16,6,19,21,23,6,28,19,8,5,15,22,99,30,55,23,21,MEM,NOP,21500618,100,200,"MONDAY, JANUARY 18, 2016",02:32
